---
season: d2
gender: women
description: schedule/scoreboard from team websites
updated: 2022-01-21
past: 184 (26%)
today: 3 (0%)
future: 517 (73%)
completed: 156 (83%)
unreported: 31 (17%)
total: 704
---
source	id	dateET	timeET	gender	rank	team	at	oppRank	opponent	outcome	score	neutral	conference	division	dateGMT	teamId	opponentId	dualId
ITA	27117	2021-10-14	 3:00pm	W		TABOR                      	at		NEWM                       	 	   	 	 	naia/d2	2021-10-14T19:00Z			36fca90c-3b70-48b3-97a4-ecaa3cd046f0
ITA	73499	2021-10-15	 1:00pm	W		BUP                        	at		UDC                        	L	0-7	 	 	d2     	2021-10-15T17:00Z			fc93ddfb-e6c9-4e30-9eee-fd1f9ac2f795
ITA	 5154	2021-10-15	 2:01pm	W		QUE                        	at		STAC                       	L	2-5	 	C	d2     	2021-10-15T18:01Z			659f51b1-ebed-4a73-a7a3-8c993737a561
ITA	52972	2021-10-16	10:00am	W		HIL                        	at		DAVEN                      	W	7-0	 	 	d2     	2021-10-16T14:00Z			42003e56-8f17-42f6-b0af-5b177a82c02b
ITA	47865	2021-10-16	12:00pm	W		STON                       	at		LOC                        	L	0-4	 	C	d2     	2021-10-16T16:00Z			218da713-b03d-466e-b8a2-39a227dd3a01
ITA	51877	2021-10-16	 1:00pm	W		GBC                        	at		POST                       	W	5-2	 	C	d2     	2021-10-16T17:00Z			a516596b-4cba-499f-93fe-b0ecf4af9d85
ITA	47403	2021-10-16	 5:00am	W		GVSU                       	at		VALPO                      	L	2-5	 	 	d2/d1  	2021-10-16T09:00Z			005fe5a3-dde8-41ae-80c8-8d8b08bb04a6
ITA	52102	2021-10-16	 3:30pm	W		FIND                       	at		OBRL                       	W	8-1	 	 	d2/d3  	2021-10-16T19:30Z			afc8595e-c85f-4137-b27b-3c16d7251244
ITA	11907	2021-10-16	10:00am	W		CWRU                       	vs		FIND                       	W	6-3	N	 	d3/d2  	2021-10-16T14:00Z			0861bebb-d779-42af-997b-39f6fd370530
ITA	74475	2021-10-16	12:00pm	W		ENDCT                      	at		AC                         	 	   	 	 	d3/d2  	2021-10-16T16:00Z			92641b0b-77e5-4dc9-9540-15212cdeca88
ITA	12714	2021-10-16	 1:00pm	W		DOANE                      	at		SMSU                       	L	3-4	 	 	naia/d2	2021-10-16T17:00Z			f7f6990e-9f01-45a3-b560-f5064d9bd916
ITA	16503	2021-10-17	 4:30pm	W		DAEMN                      	at		COLG                       	L	0-7	 	 	d2/d1  	2021-10-17T20:30Z			71fdbb21-9f9a-4db3-a3ec-d7c75e6a3f23
ITA	34461	2021-10-18	 3:01pm	W		DC                         	at		STAC                       	L	0-7	 	 	d2     	2021-10-18T19:01Z			11419a47-4ff3-4b87-a9ef-7b7ffb2b4790
ITA	77307	2021-10-19	 2:00pm	W		USP                        	at		JEFF                       	L	2-5	 	C	d2     	2021-10-19T18:00Z			d8c88039-ec16-4f6e-9e95-81ad804c70ce
ITA	63076	2021-10-20	 1:00pm	W		NEW                        	at		EMM                        	W	6-1	 	 	d2     	2021-10-20T17:00Z			5c80d092-0ee1-4843-9966-f76c07cc3c35
ITA	74976	2021-10-20	 2:30pm	W		STAC                       	at		WCUPA                      	W	6-1	 	 	d2     	2021-10-20T18:30Z			afa567c1-6093-4e6e-8d11-a36d9b48f100
ITA	10201	2021-10-22	10:00am	W		CHC                        	vs		WILMU                      	L	0-4	N	C	d2     	2021-10-22T14:00Z			87597e60-0245-4c3c-94cf-6c1c6d29d58c
ITA	62164	2021-10-22	11:00am	W		DAEMN                      	at		UDC                        	L	0-7	 	C	d2     	2021-10-22T15:00Z			f3befa66-2890-42f5-b0dd-0d85bd7576f5
ITA	96340	2021-10-22	12:00pm	W		ADEL                       	at		LOC                        	W	4-0	 	C	d2     	2021-10-22T16:00Z			067948eb-5eeb-47a4-9911-08c7b33d5504
ITA	14513	2021-10-22	 1:00pm	W		FPC                        	at		SNHU                       	W	4-0	 	C	d2     	2021-10-22T17:00Z			2a148e85-9449-4e2c-a711-5338d9699dcf
ITA	14130	2021-10-23	10:01am	W		STAC                       	at		MOLL                       	W	7-0	 	C	d2     	2021-10-23T14:01Z			5793ecbb-1119-4794-9956-6c8e028e4064
ITA	17436	2021-10-23	12:00pm	W		JEFF                       	vs		WILMU                      	L	0-4	N	C	d2     	2021-10-23T16:00Z			7d5dfb5d-268e-4466-aeab-56dffa17984d
ITA	14100	2021-10-23	 3:00pm	W		WJC                        	at		WUT                        	L	0-7	 	 	d2     	2021-10-23T19:00Z			a897c6c4-c7d5-4c0b-833a-e29018dec04c
ITA	51661	2021-10-23	 1:00pm	W		DYOU                       	at		UDC                        	L	0-7	 	C	d3/d2  	2021-10-23T17:00Z			7d7ec815-e0cd-4b8a-a5bc-98ee976fca91
ITA	81489	2021-10-23	 1:00pm	W		EMHEN                      	at		KING                       	 	   	 	 	d3/d2  	2021-10-23T17:00Z			dfba311d-4e6c-436a-b2f9-b8ea861fcbf8
ITA	98416	2021-10-26	 9:00pm	W		DYOU                       	at		DAEMN                      	L	0-5	 	C	d3/d2  	2021-10-27T01:00Z			b3ce9d4e-6499-455b-b7f2-da6e171b47f2
ITA	29679	2021-10-27	 2:00pm	W		ANDSC                      	at		NGC                        	W	6-1	 	 	d2     	2021-10-27T18:00Z			c755e695-b0c3-44fb-a127-ae50b12423e9
ITA	 5899	2021-10-29	11:00am	W		DAEMN                      	vs		UDC                        	L	0-4	N	C	d2     	2021-10-29T15:00Z			5a37275f-dacc-4e4a-a0e2-48a2710cc160
ITA	80026	2021-10-29	 2:01pm	W		STAC                       	at		QUE                        	L	1-4	 	 	d2     	2021-10-29T18:01Z			6a05a08a-81b4-4222-be58-434c8e48649a
ITA	68990	2021-10-30	10:00am	W		NESU                       	vs		OUA                        	W	5-2	N	 	d2     	2021-10-30T14:00Z			482d1fe3-d72c-4aa9-87a1-343f329f0bab
ITA	59209	2021-10-30	12:00pm	W		QUE                        	vs		UDC                        	L	2-4	N	C	d2     	2021-10-30T16:00Z			4dc5e6f4-3de5-483d-a50c-3f45548af54d
ITA	  871	2021-10-30	 3:00pm	W		NESU                       	at		JBRWN                      	 	   	 	 	d2/naia	2021-10-30T19:00Z			33aa2e12-2b24-4023-85eb-1ab4b22146a0
ITA	88429	2021-11-01	12:30pm	W		TUSC                       	at		NGC                        	W	6-1	 	 	d2     	2021-11-01T16:30Z			4448dc95-7cb2-49cd-a582-19f654fbeb13
ITA	43262	2021-11-03	11:00am	W		ROCKH                      	at		WJC                        	W	7-0	 	 	d2     	2021-11-03T15:00Z			4299b4bc-467f-41bf-94f2-24f76c4e277e
ITA	55092	2022-01-19	 9:00am	W		GVSU                       	at		FERR                       	 	   	 	C	d2     	2022-01-19T14:00Z			ea3fabe8-dc91-4f59-b8be-43a249bdb3fa
ITA	98123	2022-01-19	 2:00pm	W		ART                        	at		SF                         	 	   	 	 	d2/d1  	2022-01-19T19:00Z			0d80e870-4452-458e-8a82-ca8b5081cac8
ITA	87728	2022-01-19	 2:00pm	W		LRC                        	at		WCU                        	L	2-5	 	 	d2/d1  	2022-01-19T19:00Z			b9722423-9b20-4b82-9be4-6c1a99388d15
ITA	10884	2022-01-21	11:00am	W		MIAOH                      	at		INDI                       	 	   	 	 	d1/d2  	2022-01-21T16:00Z			a9125e8b-c622-403b-a78c-ea801942c12d
ITA	34290	2022-01-21	 1:00pm	W		LAN                        	at		PRES                       	 	   	 	 	d2/d1  	2022-01-21T18:00Z			11e5c845-8d82-4996-85c7-874a3651fe0c
ITA	25841	2022-01-21	 2:30pm	W		MNKTO                      	at		OMAHA                      	 	   	 	 	d2/d1  	2022-01-21T19:30Z			2040de15-e03b-4a47-ae57-22ca621557dd
ITA	99871	2022-01-22	 7:00pm	W		NEWM                       	at		WICH                       	 	   	 	 	d2/d1  	2022-01-23T00:00Z			9911423b-733b-4760-91db-d55ad897d90d
ITA	78334	2022-01-23	11:00am	W		FERR                       	at		WMU                        	 	   	 	 	d2/d1  	2022-01-23T16:00Z			ca960fcd-7e84-4a4c-8f3b-2c4fd6a1a377
ITA	96798	2022-01-23	 1:00pm	W		NESU                       	vs		WYO                        	 	   	N	 	d2/d1  	2022-01-23T18:00Z			13cae5df-88af-4f76-94b7-4ada89ad1db1
ITA	52849	2022-01-23	 2:00pm	W		WNMU                       	at		UTEP                       	 	   	 	 	d2/d1  	2022-01-23T19:00Z			50038e3d-00b9-43aa-864e-4ea3382dd4d6
ITA	93702	2022-01-23	 3:00pm	W		FERR                       	at		WMU                        	 	   	 	 	d2/d1  	2022-01-23T20:00Z			92be31d8-c365-4c8c-b42e-8d66cf7f8f82
ITA	74385	2022-01-28	 3:00pm	W		UIS                        	at		ILST                       	 	   	 	 	d2/d1  	2022-01-28T20:00Z			ce94dd15-2a07-4b2d-bc21-51db58ae4ca7
ITA	88726	2022-01-29	12:00am	W		LMRC                       	at		APP                        	 	   	 	 	d2/d1  	2022-01-29T05:00Z			d03cc3da-2895-4e9f-b086-a92f8180a478
ITA	84330	2022-01-29	 2:00pm	W		APU                        	at		CSUF                       	 	   	 	 	d2/d1  	2022-01-29T19:00Z			88319745-be3c-444f-8241-b95e462f90da
ITA	 1575	2022-01-29	 2:30pm	W		YOUNG                      	at		MER                        	 	   	 	 	d2/d1  	2022-01-29T19:30Z			8f32fa51-7b1a-4c53-8c8c-6f04bb8d1503
ITA	48625	2022-01-29	 1:00pm	W		ABRA                       	at		EMBR                       	 	   	 	 	juco/d2	2022-01-29T18:00Z			a15c9beb-4ec9-4516-a9c5-bf26cfc2a818
ITA	29244	2022-01-30	 4:00pm	W		UNM                        	at		CSUP                       	 	   	 	 	d1/d2  	2022-01-30T21:00Z			4f71a7a0-f2ca-4a0e-bc56-386bb12553b6
ITA	 6012	2022-01-30	10:30am	W		MSUD                       	vs		UNM                        	 	   	N	 	d2/d1  	2022-01-30T15:30Z			d90cc7b6-96ad-4085-970f-7541df3b9fb8
ITA	71285	2022-02-01	 1:00pm	W		A&MKN                      	at		A&MCC                      	 	   	 	 	d2/d1  	2022-02-01T18:00Z			6f48efc5-1284-46f5-8645-bc3a7bf156e8
ITA	93963	2022-02-02	 5:00pm	W		CSUF                       	at		PLN                        	 	   	 	 	d1/d2  	2022-02-02T22:00Z			8df937e1-66d0-46db-9375-dcfb29527fb4
ITA	54531	2022-02-02	 2:00pm	W		COL                        	at		ANDSC                      	 	   	 	 	d2     	2022-02-02T19:00Z			217468ce-9952-4522-8790-e13bf9e32160
ITA	31692	2022-02-02	 3:00pm	W		SAU                        	at		LT                         	 	   	 	 	d2/d1  	2022-02-02T20:00Z			f29d7b8b-9382-4fd0-b079-2db12e5f81e5
ITA	59714	2022-02-02	 5:00pm	W		INDI                       	at		BUTL                       	 	   	 	 	d2/d1  	2022-02-02T22:00Z			b5fac954-7a1a-447f-89bf-67e60a5a3168
ITA	85718	2022-02-02	 3:00pm	W		AVEMA                      	at		LEO                        	 	   	 	 	naia/d2	2022-02-02T20:00Z			16e341e5-5970-4ffd-8cb4-9b210fb68ec8
ITA	68474	2022-02-03	12:00pm	W		WSU                        	at		LTECH                      	 	   	 	 	d2/naia	2022-02-03T17:00Z			8e3a4c00-fd1f-45e3-8a91-ce66d568ed8e
ITA	29576	2022-02-03	 2:00pm	W		FNU                        	at		LYNN                       	 	   	 	 	naia/d2	2022-02-03T19:00Z			492bba83-3ab3-4bdf-bef3-3601ebd0866c
ITA	 8625	2022-02-04	 7:00pm	W		USTMN                      	at		LEW                        	 	   	 	 	d1/d2  	2022-02-05T00:00Z			8d5b6b92-ce2c-45e7-ba8f-8e8babbebc24
ITA	47613	2022-02-04	 2:00pm	W		ART                        	at		DUCA                       	 	   	 	 	d2     	2022-02-04T19:00Z			92e9be40-f823-46d3-bffa-39d35f066abc
ITA	27527	2022-02-04	 4:00pm	W		FMU                        	vs		NEW                        	 	   	N	 	d2     	2022-02-04T21:00Z			cd9dc7d7-67b7-458f-b5a2-aad51446118a
ITA	51028	2022-02-04	10:00am	W		WSU                        	at		TOL                        	 	   	 	 	d2/d1  	2022-02-04T15:00Z			46db0bfe-c584-4a6c-a62f-e3cd9fc97bbe
ITA	19847	2022-02-04	 4:00pm	W		FIND                       	at		TOL                        	 	   	 	 	d2/d1  	2022-02-04T21:00Z			2190dc5c-cfa0-49cb-80d2-d6c60309618d
ITA	  239	2022-02-04	10:00am	W		CAM                        	vs		CCCC                       	 	   	N	 	d2/juco	2022-02-04T15:00Z			c3387e63-9fb6-4b8a-84fc-397012f13967
ITA	40598	2022-02-04	 3:00pm	W		HNU                        	at		JES                        	 	   	 	 	d2/naia	2022-02-04T20:00Z			912a3771-5fa7-4ad9-a66b-505def96a2a3
ITA	97857	2022-02-04	 4:00pm	W		TRITX                      	at		SMTX                       	 	   	 	 	d3/d2  	2022-02-04T21:00Z			b7a07c4b-dbdf-4398-b26c-d879379a5e5c
ITA	65070	2022-02-04	 5:00pm	W		CMU                        	vs		SRU                        	 	   	N	 	d3/d2  	2022-02-04T22:00Z			3bd99d29-1acd-4eac-9cd3-b76720360c05
ITA	82071	2022-02-04	10:00am	W		IUE                        	at		LEW                        	 	   	 	 	naia/d2	2022-02-04T15:00Z			d739ce95-0448-402d-8a48-32042bc60bb1
ITA	67742	2022-02-04	 4:00pm	W		CUMBD                      	at		USI                        	 	   	 	 	naia/d2	2022-02-04T21:00Z			f4dc88e9-a8ca-4401-8616-61b6cb9f9457
ITA	48130	2022-02-04	 4:00pm	W		NWCIA                      	at		MNKTO                      	 	   	 	 	naia/d2	2022-02-04T21:00Z			11faa9be-559a-474b-ae1c-54e76d0dccdf
ITA	57007	2022-02-04	 4:30pm	W		WESTM                      	at		CSULA                      	 	   	 	 	naia/d2	2022-02-04T21:30Z			b5aa02e5-b6c5-4da4-9443-286432d6ee2f
ITA	24121	2022-02-05	11:00am	W		UNG                        	at		TUSC                       	 	   	 	 	d2     	2022-02-05T16:00Z			09afcf9c-d393-4bd0-b940-7604398ffa6d
ITA	57697	2022-02-05	 2:00pm	W		ROCKH                      	at		WUT                        	 	   	 	 	d2     	2022-02-05T19:00Z			b781872b-fe74-4a86-a137-c6a81c04803b
ITA	52756	2022-02-05	11:00am	W		LEW                        	at		NIU                        	 	   	 	 	d2/d1  	2022-02-05T16:00Z			d5577ec1-d48c-4ca5-9bc7-dd947c061fa1
ITA	89796	2022-02-05	12:00pm	W		UNK                        	at		DRAKE                      	 	   	 	 	d2/d1  	2022-02-05T17:00Z			2a5f39eb-5cce-4afe-b017-f32c95f31ace
ITA	21719	2022-02-05	11:00am	W		UTPB                       	at		CCCC                       	 	   	 	 	d2/juco	2022-02-05T16:00Z			1ae2d9d8-97cc-4a89-b2aa-ea943dc79c41
ITA	57143	2022-02-05	11:00am	W		A&MKN                      	at		WTHRF                      	 	   	 	 	d2/juco	2022-02-05T16:00Z			e5e27e72-c2f0-412e-be0c-f2861db53ab4
ITA	53857	2022-02-05	 3:00pm	W		SEOSU                      	at		CCCC                       	 	   	 	 	d2/juco	2022-02-05T20:00Z			360b0b05-2b48-405a-925c-79f3e7030c3d
ITA	56726	2022-02-05	 5:00pm	W		DUCA                       	at		JES                        	 	   	 	 	d2/naia	2022-02-05T22:00Z			a09bc2a2-af65-4080-b19b-e625bba19131
ITA	98492	2022-02-05	 5:00pm	W		LSSU                       	at		LTECH                      	 	   	 	 	d2/naia	2022-02-05T22:00Z			7d8a3cec-7f6e-439c-963e-18c67565fd4c
ITA	 1323	2022-02-05	 5:00pm	W		SCHR                       	at		SMTX                       	 	   	 	 	d3/d2  	2022-02-05T22:00Z			1077a0d0-6b10-4ce8-bbeb-11e4d4bb1135
ITA	25181	2022-02-05	 2:00pm	W		REINH                      	at		YOUNG                      	 	   	 	 	naia/d2	2022-02-05T19:00Z			552ec7eb-2928-44f5-8cdc-6b430a929f87
ITA	65933	2022-02-06	 8:00am	W		AUGSD                      	at		NEWM                       	 	   	 	 	d2     	2022-02-06T13:00Z			7de2a936-20ef-44b6-8602-ec84252928ba
ITA	32512	2022-02-06	10:00am	W		UNG                        	at		CNC                        	 	   	 	 	d2     	2022-02-06T15:00Z			7b9b2e15-4211-4e03-ab34-9fe4fa2a7de3
ITA	15505	2022-02-06	10:00am	W		TXTYL                      	at		UCO                        	 	   	 	 	d2     	2022-02-06T15:00Z			fb87bd92-f6f6-4143-aa29-8a893d45658c
ITA	78456	2022-02-06	11:30am	W		FIND                       	at		GVSU                       	 	   	 	 	d2     	2022-02-06T16:30Z			a862a80b-0f27-4856-804d-705028c2be64
ITA	27367	2022-02-06	 2:00pm	W		ANDSC                      	at		CAT                        	 	   	 	C	d2     	2022-02-06T19:00Z			8023ea81-2261-4250-9030-223e98b85a5c
ITA	20171	2022-02-06	 3:45pm	W		MERCY                      	at		WAL                        	 	   	 	 	d2     	2022-02-06T20:45Z			76435703-6c2d-4dd3-ae7c-a23c31eba3d8
ITA	60215	2022-02-06	 2:00pm	W		WWOOD                      	at		WUT                        	 	   	 	 	naia/d2	2022-02-06T19:00Z			0f912acd-25aa-4083-a41a-35c94f7bdcb6
ITA	47893	2022-02-07	 5:30pm	W		CSULA                      	at		APU                        	 	   	 	 	d2     	2022-02-07T22:30Z			39e9b292-d376-442d-b70b-fed8d58c3384
ITA	31223	2022-02-08	 3:00pm	W		OUA                        	at		HAR                        	 	   	 	 	d2     	2022-02-08T20:00Z			78bbdfec-8337-4f5b-8410-596be9d97b98
ITA	11377	2022-02-09	 2:00pm	W		ANDSC                      	at		UNG                        	 	   	 	 	d2     	2022-02-09T19:00Z			7d7418e2-037c-48ee-a21d-3995f41b42ab
ITA	66901	2022-02-09	 3:30pm	W		LEO                        	at		EMBR                       	 	   	 	C	d2     	2022-02-09T20:30Z			c0a1c03e-8bbb-4487-a398-acbc874878f4
ITA	81875	2022-02-10	 5:00pm	W		ART                        	at		FPU                        	 	   	 	 	d2     	2022-02-10T22:00Z			d450fe01-e0f6-44ea-9ad3-2e12ab480775
ITA	95466	2022-02-10	 3:30pm	W		SMTX                       	at		TXLUT                      	 	   	 	 	d2/d3  	2022-02-10T20:30Z			8bc41430-6932-430b-83e7-3befe6e88111
ITA	35671	2022-02-10	 4:00pm	W		WNMU                       	at		AZCHR                      	 	   	 	 	d2/naia	2022-02-10T21:00Z			85af5243-34fa-4243-a6b6-b36ecfb8e173
ITA	93293	2022-02-10	 4:00pm	W		HILLS                      	at		ROL                        	 	   	 	 	juco/d2	2022-02-10T21:00Z			7e0aa5ea-813f-4d9e-be4c-b3e59c6488a8
ITA	40922	2022-02-11	10:00am	W		DBAP                       	at		NEWM                       	 	   	 	 	d2     	2022-02-11T15:00Z			8450f3d1-1bd6-4159-9995-2c8bac3495e2
ITA	16169	2022-02-11	 1:00pm	W		CNC                        	vs		YOUNG                      	 	   	N	 	d2     	2022-02-11T18:00Z			21c9050f-a10c-445a-9967-36edfdefb0bd
ITA	74984	2022-02-11	 2:00pm	W		ANG                        	vs		MC                         	 	   	N	 	d2     	2022-02-11T19:00Z			fdcc9a1c-ef50-4a2e-b8ec-44cc3b5eaaab
ITA	83338	2022-02-11	 3:00pm	W		LYNN                       	at		FSC                        	 	   	 	C	d2     	2022-02-11T20:00Z			9d8e7b2d-1a10-46bc-ba0b-348ed63bb1e9
ITA	43942	2022-02-11	 6:00pm	W		ART                        	vs		PLN                        	 	   	N	 	d2     	2022-02-11T23:00Z			6fbc75ba-7ea9-4a64-97c9-7e94a881f53f
ITA	61225	2022-02-11	 6:00pm	W		ANG                        	at		OUA                        	 	   	 	 	d2     	2022-02-11T23:00Z			4c9c135b-49be-4dc1-ad93-8e10a9228617
ITA	51526	2022-02-11	 6:00pm	W		MESA                       	vs		WNMU                       	 	   	N	 	d2     	2022-02-11T23:00Z			83a574b9-45d3-4a09-8505-3970179860a6
ITA	37127	2022-02-11	 9:00pm	W		APU                        	at		HPU                        	 	   	 	C	d2     	2022-02-12T02:00Z			40c3a181-eb61-4754-838d-b9c23d13281a
ITA	57359	2022-02-11	 9:00pm	W		HAR                        	at		DRU                        	 	   	 	 	d2     	2022-02-12T02:00Z			4faf269e-cd70-49ef-8e70-3d8272f8cdf1
ITA	35338	2022-02-11	 2:00pm	W		POM                        	at		CSULA                      	 	   	 	 	d3/d2  	2022-02-11T19:00Z			4cad2cc4-c2a4-48a9-b2a3-af76375da587
ITA	95880	2022-02-11	 5:30am	W		IWES                       	at		GVSU                       	 	   	 	 	naia/d2	2022-02-11T10:30Z			9b520c36-b647-4f33-82bb-2545a44718f0
ITA	62471	2022-02-12	 1:00am	W		VALPO                      	at		PNW                        	 	   	 	 	d1/d2  	2022-02-12T06:00Z			7617b7cf-b9e1-43e7-b285-278f81eea099
ITA	23172	2022-02-12	10:00am	W		GVSU                       	at		HIL                        	 	   	 	 	d2     	2022-02-12T15:00Z			aabbaf36-69a1-4c3a-b36c-bdee4cd6ea09
ITA	81237	2022-02-12	10:00am	W		NOVSE                      	vs		UNG                        	 	   	N	 	d2     	2022-02-12T15:00Z			98810203-bed8-4aae-912c-81df4100f027
ITA	80610	2022-02-12	11:00am	W		ROL                        	at		BAR                        	 	   	 	C	d2     	2022-02-12T16:00Z			422350f2-d388-4ba2-8065-f86cb68b8d82
ITA	29744	2022-02-12	11:30am	W		BMDJI                      	vs		MNKTO                      	 	   	N	C	d2     	2022-02-12T16:30Z			23125d7a-9950-427b-8c9e-c452d6b04f53
ITA	20902	2022-02-12	12:30pm	W		DBAP                       	vs		UCO                        	 	   	N	 	d2     	2022-02-12T17:30Z			030333cf-03f6-411a-9a5a-0ea94c44cf8d
ITA	35774	2022-02-12	 1:00pm	W		PBAU                       	at		LEO                        	 	   	 	C	d2     	2022-02-12T18:00Z			2d10e125-8fb3-42c3-8e85-7debe0f897e9
ITA	52889	2022-02-12	 1:30pm	W		MNKTO                      	vs		UMC                        	 	   	N	C	d2     	2022-02-12T18:30Z			2a3b54c7-8985-4fe5-966f-d2fb336bb26a
ITA	88201	2022-02-12	 2:00pm	W		ANG                        	at		HEND                       	 	   	 	 	d2     	2022-02-12T19:00Z			e6379d8d-2000-4bee-93f5-3df5959d6eff
ITA	16964	2022-02-12	 2:00pm	W		HAR                        	vs		UNK                        	 	   	N	 	d2     	2022-02-12T19:00Z			593c8455-4a7d-440a-b4e1-3d5c6019860d
ITA	96032	2022-02-12	 4:00pm	W		TUSC                       	vs		YOUNG                      	 	   	N	 	d2     	2022-02-12T21:00Z			fc509f00-f4f8-467f-a3fd-11e037cb81d7
ITA	 9430	2022-02-12	 6:00pm	W		CUI                        	at		HPU                        	 	   	 	C	d2     	2022-02-12T23:00Z			3a957f6d-f826-48ed-bdea-467ddaaac106
ITA	32921	2022-02-12	 7:30pm	W		INDI                       	vs		WUT                        	 	   	N	 	d2     	2022-02-13T00:30Z			0260428f-3168-4b06-bb84-da5cb1a509c3
ITA	98492	2022-02-12	 1:00pm	W		SRU                        	at		CLEV                       	 	   	 	 	d2/d1  	2022-02-12T18:00Z			a1c0bd9c-43b2-4751-8986-03b4604151df
ITA	58844	2022-02-12	 3:30pm	W		MCK                        	at		SIUE                       	 	   	 	 	d2/d1  	2022-02-12T20:30Z			006173d3-7f2b-4f14-9cd7-555c5934b8d8
ITA	 8464	2022-02-12	 6:00pm	W		WNMU                       	at		OUAZ                       	 	   	 	 	d2/naia	2022-02-12T23:00Z			b75cb2c2-64d7-4ca1-97e8-71734614b8ff
ITA	 3464	2022-02-12	12:00pm	W		UST                        	at		SMTX                       	 	   	 	 	d3/d2  	2022-02-12T17:00Z			34542134-f928-420a-9a50-e55053957711
ITA	31895	2022-02-12	 5:00pm	W		DAVEN                      	at		LTECH                      	 	   	 	 	d2/naia	2022-02-12T22:00Z			14d43441-e3ce-4b49-b4b5-1fedaa3bf71e
ITA	51423	2022-02-13	 9:00am	W		YOUNG                      	at		LMU                        	 	   	 	 	d2     	2022-02-13T14:00Z			32c98d31-56e2-46f9-b255-f1c834e8abd8
ITA	86980	2022-02-13	10:00am	W		ANG                        	vs		DLST                       	 	   	N	 	d2     	2022-02-13T15:00Z			d72a8150-6a09-4733-aa34-4bd8bba10a30
ITA	21303	2022-02-13	11:00am	W		FSC                        	at		BAR                        	 	   	 	C	d2     	2022-02-13T16:00Z			a76938eb-0058-4f33-bd9e-ade0e8b9ff47
ITA	86870	2022-02-13	 1:00pm	W		CONV                       	at		ANDSC                      	 	   	 	 	d2     	2022-02-13T18:00Z			1b5ed43f-5aef-43eb-8842-64f35ef2ec40
ITA	68865	2022-02-13	 2:00pm	W		BIOLA                      	at		HPU                        	 	   	 	C	d2     	2022-02-13T19:00Z			127b348c-c565-4af4-98da-4fe067df80ef
ITA	38962	2022-02-13	 2:00pm	W		LRC                        	at		FMU                        	 	   	 	 	d2     	2022-02-13T19:00Z			7c0e6743-439a-442a-b7e4-699e3677bff9
ITA	35613	2022-02-13	 2:00pm	W		ROL                        	at		PBAU                       	 	   	 	C	d2     	2022-02-13T19:00Z			297b0bf6-345b-47df-99b3-a5e23ec4fe99
ITA	55520	2022-02-13	 8:00pm	W		DUCA                       	at		HPU                        	 	   	 	C	d2     	2022-02-14T01:00Z			649128ec-f0b7-402c-a694-0b4b0d5335a5
ITA	81636	2022-02-13	 4:00pm	W		SAU                        	at		CCCC                       	 	   	 	 	d2/juco	2022-02-13T21:00Z			2f1ef248-2fab-41e0-a178-21e2bfe9e1b4
ITA	89883	2022-02-13	10:00am	W		STBEN                      	vs		UIU                        	 	   	N	 	d3/d2  	2022-02-13T15:00Z			88196478-32d3-4398-ae99-526c238cd215
ITA	91616	2022-02-14	 9:00pm	W		HILO                       	at		HPU                        	 	   	 	C	d2     	2022-02-15T02:00Z			5937acb6-35d9-44d8-8dad-6807ffc491ce
ITA	97054	2022-02-15	 4:00pm	W		STET                       	at		ROL                        	 	   	 	 	d1/d2  	2022-02-15T21:00Z			fbbfaa79-58b6-4f72-bb13-4dc44eb3516c
ITA	66749	2022-02-15	 3:00pm	W		TAMP                       	at		LEO                        	 	   	 	C	d2     	2022-02-15T20:00Z			a65993f9-b7ff-4115-b224-b768a7b30db3
ITA	71211	2022-02-15	 3:00pm	W		BRENA                      	at		UNG                        	 	   	 	 	naia/d2	2022-02-15T20:00Z			47454dfa-17b9-4756-a81b-ba377a720b58
ITA	53446	2022-02-15	 4:00pm	W		BTHEL                      	at		EMP                        	 	   	 	 	naia/d2	2022-02-15T21:00Z			932162f0-5e5c-4e64-98b9-cbb382684c49
ITA	29346	2022-02-16	 1:00pm	W		A&MKN                      	at		CLKGA                      	 	   	 	 	d2     	2022-02-16T18:00Z			551d6382-eac7-4c0e-92da-48cab2f8eff7
ITA	23540	2022-02-16	 2:00pm	W		ANDSC                      	at		ERSK                       	 	   	 	 	d2     	2022-02-16T19:00Z			c9655e37-426a-4dea-90e6-521d629dd904
ITA	48444	2022-02-16	 2:00pm	W		NOVSE                      	at		LYNN                       	 	   	 	C	d2     	2022-02-16T19:00Z			41471fd1-1a00-4d8c-98aa-241ac76edc35
ITA	57702	2022-02-17	 3:00pm	W		AFA                        	vs		ROL                        	 	   	N	 	d1/d2  	2022-02-17T20:00Z			54d664f4-6d73-4a85-a08a-00f2322c5d9c
ITA	34515	2022-02-17	12:00pm	W		A&MKN                      	at		AUBM                       	 	   	 	 	d2     	2022-02-17T17:00Z			333dc1dc-128d-461d-b1c1-cce037e14afb
ITA	90256	2022-02-17	 3:00pm	W		TAMP                       	at		ECK                        	 	   	 	C	d2     	2022-02-17T20:00Z			058e252e-39a2-4cde-945d-022792e3b470
ITA	27890	2022-02-17	 5:00pm	W		BIOLA                      	at		CSULA                      	 	   	 	 	d2     	2022-02-17T22:00Z			42295c2a-c3d7-4a94-8946-6729fa20e046
